,职位,公司,薪资,城市,经验,学历,公司性质,公司规模,公司领域,职位详情页,公司详情页
9292,C光谷金融港急招金牌调解员+五险一金+带薪年假,律正投资管理（上海）有限公司武汉分公司,12000.0,武汉·江夏区,1年,大专,民营,,计算机软件,https://jobs.51job.com/wuhan/144268691.html?s=sou_sou_soulb&t=0_0&req=58485aa3afd27d3600e9faa321fcd684,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
9293,C本货运司机(新能源)月入16000+,上海辰典国际物流有限公司,12500.0,上海·浦东新区,1年,初中及以下,民营,50-150人,交通/运输/物流,https://jobs.51job.com/shanghai/147466318.html?s=sou_sou_soulb&t=0_0&req=e9e604d05b7e24e04f6302dba9168393,https://jobs.51job.com/all/coAmMHZV4_BT4ObVY2AWw.html
9294,面包车厢货车招司机C照就可,苏州运多多汽车服务有限公司,10000.0,苏州·相城区,无需经验,,民营,少于50人,,https://jobs.51job.com/suzhou/143693176.html?s=sou_sou_soulb&t=0_0&req=90a629cbb348188477f0b2889e2c9e69,https://jobs.51job.com/all/coUTBcOgNmBDJRNVYzUTU.html
9295,销售总监（To C）,杭州双纯环境技术有限公司,5000.0,杭州·滨江区,8-9年,大专,民营,50-150人,多元化业务集团公司,https://jobs.51job.com/hangzhou/142780419.html?s=sou_sou_soulb&t=0_0&req=5a8cbcea43c6b66cee1fbf8b88e213a3,https://jobs.51job.com/all/coBWBVOARnBDwAYgJoBWQ.html
9296,C本驾照司机 五险一金,石家庄德翔供应链管理有限公司,10000.0,石家庄,1年,,民营,50-150人,交通/运输/物流,https://jobs.51job.com/shijiazhuang/148373870.html?s=sou_sou_soulb&t=0_0&req=0223c8e90e4b08e871c4c3c8cad6e72f,https://jobs.51job.com/all/coB2ZcPwNmAjgEYARjVzI.html
9297,月入过万货运司机c照,武汉长腾物流有限公司,17500.0,武汉·汉阳区,1年,,民营,少于50人,,https://jobs.51job.com/wuhan/139190155.html?s=sou_sou_soulb&t=0_0&req=f9c1bf9cf11c8243d0888652b8224656,https://jobs.51job.com/all/coUzJdOQNmVmtSNgxpXD4.html
9298,type-C连接器开发,深圳市信维通信股份有限公司,8750.0,常州·金坛区,3-4年,本科,已上市,10000人以上,通信/电信/网络设备,https://jobs.51job.com/changzhou/148311898.html?s=sou_sou_soulb&t=0_0&req=665344c9cadc336845e40ce188df64f1,https://jobs.51job.com/all/coBWJWNFcyUmgGZAFqUzM.html
9299,招客运商务C证司机免费住宿,苏州微微行汽车服务有限公司,12500.0,上海·闵行区,1年,初中及以下,外资（欧美）,50-150人,计算机软件,https://jobs.51job.com/shanghai/140446612.html?s=sou_sou_soulb&t=0_0&req=063f03e213c83e86240abac4d4da9140,https://jobs.51job.com/all/coBGUBZ1EzDjdTMwZhAGA.html
9300,软件工程师（C/C++方向）,皇虎测试科技（深圳）有限公司,15000.0,深圳·南山区,2年,本科,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/shenzhen/147796552.html?s=sou_sou_soulb&t=0_0&req=cdd5a02c9c1a55da27c96e083d96cb7e,https://jobs.51job.com/all/coBmZWOlAzDjQAYFQ_XT0.html
9301,软件工程师（C/C++方向）,皇虎测试科技（深圳）有限公司,15000.0,深圳·南山区,2年,本科,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/shenzhen/147796552.html?s=sou_sou_soulb&t=0_0&req=5fd84a7181b891ea8b07ce657ea19640,https://jobs.51job.com/all/coBmZWOlAzDjQAYFQ_XT0.html
9302,高级前端工程师（电商-C端方向）,上海芮想信息科技有限公司,11750.0,深圳·南山区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/148382949.html?s=sou_sou_soulb&t=0_0&req=0abfe96ae881f3e060cfbb8ac6beebdb,https://jobs.51job.com/all/coB2RSNVA3AzlRPFY0XDE.html
9303,软件工程师（C/C++方向）,皇虎测试科技（深圳）有限公司,15000.0,深圳·南山区,2年,本科,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/shenzhen/147796552.html?s=sou_sou_soulb&t=0_0&req=4fc30b51256692171c48aff34cdccd2c,https://jobs.51job.com/all/coBmZWOlAzDjQAYFQ_XT0.html
9304,货运司机+C证+多劳多得,弘道（苏州）物流有限公司,10000.0,苏州·吴中区,无需经验,,民营,50-150人,汽车,https://jobs.51job.com/suzhou/145612645.html?s=sou_sou_soulb&t=0_0&req=a2d984e809c750fe1c71a2a63666d27c,https://jobs.51job.com/all/coCGhQMQBrAD5WNARkVTU.html
9305,百荣招C证电车司机,河南次晨达物流有限公司,5100.0,郑州·管城回族区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/zhengzhou/148363855.html?s=sou_sou_soulb&t=0_0&req=836cff2e63ba26fd47f8a364ffc263f2,https://jobs.51job.com/all/coVTUFaVI3UW4AZ1c0VTg.html
9306,C/C++软件工程师,佛山市青松科技股份有限公司,15000.0,佛山,无需经验,本科,民营,500-1000人,电子技术/半导体/集成电路,https://jobs.51job.com/foshan/96682652.html?s=sou_sou_soulb&t=0_0&req=403e4b35c8fcf7f6a25bccc534311e6b,https://jobs.51job.com/all/coBGBRMwRnBjAGZlE0Vjo.html
9307,QT C/C++ 开发工程师,青岛峻海物联科技有限公司,8750.0,青岛·市南区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/qingdao/145647000.html?s=sou_sou_soulb&t=0_0&req=803092373c9cdd0c81f2fe34eb242197,https://jobs.51job.com/all/coBWZUN1Y9BT0EZA1rAWM.html
9308,c/c++开发工程师,上海宝宏软件有限公司,11000.0,上海·浦东新区,2年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/148315927.html?s=sou_sou_soulb&t=0_0&req=0764b3130f859152720f561c4b19890d,https://jobs.51job.com/all/coBmIFaQRhUm1SNQNiXTk.html
9309,C照疏通管道师傅,四川德源市政工程有限公司,7500.0,成都·高新区,2年,,民营,50-150人,建筑/建材/工程,https://jobs.51job.com/chengdu/138180238.html?s=sou_sou_soulb&t=0_0&req=96576da7cb8ad54857f25b695923d5b8,https://jobs.51job.com/all/coUTJRNF88UmkFZAZtBWc.html
9310,C照面包车货运司机,重庆八匹马科技发展有限公司,6500.0,重庆·渝北区,1年,初中及以下,民营,50-150人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/chongqing/140457139.html?s=sou_sou_soulb&t=0_0&req=d3248ad255cbe1e745ac86733ea22570,https://jobs.51job.com/all/coAWAHYQBiBD1VOVQ_BmI.html
9311,C照疏通管道师傅,四川德源市政工程有限公司,7500.0,成都·高新区,2年,,民营,50-150人,建筑/建材/工程,https://jobs.51job.com/chengdu/138180238.html?s=sou_sou_soulb&t=0_0&req=2470964006d764bf1327864742e6021d,https://jobs.51job.com/all/coUTJRNF88UmkFZAZtBWc.html
9312,C端家具业务经理,佛山市康莱思家具有限公司,9000.0,佛山·顺德区,2年,大专,民营,50-150人,原材料和加工,https://jobs.51job.com/foshan/147341385.html?s=sou_sou_soulb&t=0_0&req=5b23e70c7974ceff3b0e4f2d0f6be829,https://jobs.51job.com/all/coAWJSMFQ-DzQHYlcwAGw.html
9313,C照平台直营专车司机,成都佳御和商务服务有限公司,10000.0,成都·金牛区,3-4年,,民营,,新能源,https://jobs.51job.com/chengdu/146844357.html?s=sou_sou_soulb&t=0_0&req=2516453aa8f3939a89861b9ab9907979,https://jobs.51job.com/all/coUzIAZgBjBDxSMA1vB2Y.html
9314,C光谷金融港急招金牌调解员+五险一金+带薪年假,律正投资管理（上海）有限公司武汉分公司,12000.0,武汉·江夏区,1年,大专,民营,,计算机软件,https://jobs.51job.com/wuhan/144268691.html?s=sou_sou_soulb&t=0_0&req=b5e7f3e680fe01671bbc2f82e68c4f73,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
9315,直招c牌司机送果蔬小家电,聘聘车拼拼货（广州）供应链有限公司,10000.0,广州·黄埔区,1年,初中及以下,民营,少于50人,交通/运输/物流,https://jobs.51job.com/foshan/147918068.html?s=sou_sou_soulb&t=0_0&req=d9172caa9b2493ae6ea153d3378c0c52,https://jobs.51job.com/all/coAmNTMwJoVWgPbwxvVjs.html
9316,运营经理（C端用户运营）,广东星鼎通信科技有限公司,8500.0,广州·天河区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/148324752.html?s=sou_sou_soulb&t=0_0&req=6cb79c4a20fdbfa508108f33a48e78a2,https://jobs.51job.com/all/coUTEHYFA2AT9TPlc2AGQ.html
9317,type-C连接器开发,深圳市信维通信股份有限公司,8750.0,常州·金坛区,3-4年,本科,已上市,10000人以上,通信/电信/网络设备,https://jobs.51job.com/changzhou/148311898.html?s=sou_sou_soulb&t=0_0&req=8678f733d3b41ede610ee166bfb17f21,https://jobs.51job.com/all/coBWJWNFcyUmgGZAFqUzM.html
9318,招客运商务C证司机免费住宿,苏州微微行汽车服务有限公司,12500.0,上海·闵行区,1年,初中及以下,外资（欧美）,50-150人,计算机软件,https://jobs.51job.com/shanghai/140446612.html?s=sou_sou_soulb&t=0_0&req=c1cc0c2bd6f537c0c1a5c317daf8d986,https://jobs.51job.com/all/coBGUBZ1EzDjdTMwZhAGA.html
9319,C&B Specialist,法中轨道交通运输设备（上海）有限公司,13500.0,上海·宝山区,3-4年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/shanghai/147884491.html?s=sou_sou_soulb&t=0_0&req=d19e83a517bd0597dadbed2f65eb4184,https://jobs.51job.com/all/coB2ZcOgRjBDoAbFA1UD0.html
9320,销售顾问（B/C端、双休近地铁）,寰才亚中国 GTG China,8750.0,广州·天河区,无需经验,大专,外资（欧美）,少于50人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/guangzhou/136124843.html?s=sou_sou_soulb&t=0_0&req=fa0c1f8acb3339f36e03bf7318591c86,https://jobs.51job.com/all/coAGNdOV88ADdWMFY2BWU.html
9321,运营经理（C端用户运营）,广东星鼎通信科技有限公司,8500.0,广州·天河区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/148324752.html?s=sou_sou_soulb&t=0_0&req=610467e77d810bd69c374c87b1400928,https://jobs.51job.com/all/coUTEHYFA2AT9TPlc2AGQ.html
9322,嵌入式 Linux C/C++工程师 -设备软件方向,深圳市芯睿视科技有限公司武汉分公司,15000.0,武汉·东湖新技术产业开发区,2年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/wuhan/131421463.html?s=sou_sou_soulb&t=0_0&req=6315bf6442a27352aeee5b01351d6d9e,https://jobs.51job.com/all/coVDRQNwRiVGwPYwRiUDM.html
9323,Linux 应用开发工程师（C/C++ 方向）,皇虎测试科技（深圳）有限公司,7200.0,深圳·南山区,5-7年,本科,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/shenzhen/146675475.html?s=sou_sou_soulb&t=0_0&req=c4c766e48f5b0778906a91efa0b8037c,https://jobs.51job.com/all/coBmZWOlAzDjQAYFQ_XT0.html
9324,高级前端工程师（电商-C端方向）,上海芮想信息科技有限公司,11750.0,深圳·南山区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shenzhen/148382949.html?s=sou_sou_soulb&t=0_0&req=13c5231c1f5b8093692ad024b8827db1,https://jobs.51job.com/all/coB2RSNVA3AzlRPFY0XDE.html
9325,C/C++开发工程师,武汉虹信技术服务有限责任公司,8750.0,武汉·江夏区,3-4年,本科,国企,1000-5000人,计算机软件,https://jobs.51job.com/wuhan/148411355.html?s=sou_sou_soulb&t=0_0&req=7db6a122f39ba7727af4aaba1f4267dd,https://jobs.51job.com/all/coBWAHYQRiBzoBbVY1Uz8.html
9326,C/C++高级软件工程师,苏州博瑞凯德信息技术有限公司,12000.0,苏州·苏州工业园区,3-4年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/suzhou/144717871.html?s=sou_sou_soulb&t=0_0&req=e62aa73f0f80f4b1d80d32890f0a84b5,https://jobs.51job.com/all/coAmdTNQVgU2QEYFM3Uz8.html
9327,C/C++高级软件工程师,苏州博瑞凯德信息技术有限公司,12000.0,苏州·苏州工业园区,3-4年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/suzhou/144717871.html?s=sou_sou_soulb&t=0_0&req=58485aa3afd27d3600e9faa321fcd684,https://jobs.51job.com/all/coAmdTNQVgU2QEYFM3Uz8.html
9328,C照疏通管道师傅,四川德源市政工程有限公司,7500.0,成都·高新区,2年,,民营,50-150人,建筑/建材/工程,https://jobs.51job.com/chengdu/138180238.html?s=sou_sou_soulb&t=0_0&req=58485aa3afd27d3600e9faa321fcd684,https://jobs.51job.com/all/coUTJRNF88UmkFZAZtBWc.html
9329,高级前端工程师（电商-C端方向）,上海芮想信息科技有限公司,11750.0,上海·黄浦区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/148383078.html?s=sou_sou_soulb&t=0_0&req=58485aa3afd27d3600e9faa321fcd684,https://jobs.51job.com/all/coB2RSNVA3AzlRPFY0XDE.html
9330,C&B Specialist,法中轨道交通运输设备（上海）有限公司,13500.0,上海·宝山区,3-4年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/shanghai/147884491.html?s=sou_sou_soulb&t=0_0&req=f62b7a83752df819dd7d2142740ae731,https://jobs.51job.com/all/coB2ZcOgRjBDoAbFA1UD0.html
9331,C/C++软件工程师,武汉中科创新技术股份有限公司,17500.0,武汉·江夏区,3-4年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/wuhan/89714984.html?s=sou_sou_soulb&t=0_0&req=5bbe283bbc1c51d2552f68eb322c6315,https://jobs.51job.com/all/coAWUCblc1ATYHZAxvUjA.html
9332,C-嵌入式软件工程师,深圳市沃特沃德股份有限公司,11500.0,深圳·南山区,2年,大专,民营,1000-5000人,多元化业务集团公司,https://jobs.51job.com/shenzhen/148385869.html?s=sou_sou_soulb&t=0_0&req=58485aa3afd27d3600e9faa321fcd684,https://jobs.51job.com/all/coB2IFaFQyDjkPbgJpVDM.html
9333,销售顾问（B/C端、双休近地铁）,寰才亚中国 GTG China,8750.0,广州·天河区,无需经验,大专,外资（欧美）,少于50人,专业服务(咨询、人力资源、财会),https://jobs.51job.com/guangzhou/136124843.html?s=sou_sou_soulb&t=0_0&req=d4299fdfd5e9845701f85b60134adef0,https://jobs.51job.com/all/coAGNdOV88ADdWMFY2BWU.html
9334,货车司机c照,惠州市顺联汽车销售服务有限公司,12500.0,惠州·惠城区,无需经验,,合资,少于50人,汽车,https://jobs.51job.com/huizhou/133339349.html?s=sou_sou_soulb&t=0_0&req=f2581222e6b6d51190a7aa0ba936ab1c,https://jobs.51job.com/all/coUTFVNAJoDzEHagVlUDM.html
9335,月入过万货运司机c照,武汉长腾物流有限公司,17500.0,武汉·汉阳区,1年,,民营,少于50人,,https://jobs.51job.com/wuhan/139190155.html?s=sou_sou_soulb&t=0_0&req=393c85a0c2f3d5db2a0c087bb1180ab2,https://jobs.51job.com/all/coUzJdOQNmVmtSNgxpXD4.html
9336,C照疏通管道师傅,四川德源市政工程有限公司,7500.0,成都·高新区,2年,,民营,50-150人,建筑/建材/工程,https://jobs.51job.com/chengdu/138180238.html?s=sou_sou_soulb&t=0_0&req=e62aa73f0f80f4b1d80d32890f0a84b5,https://jobs.51job.com/all/coUTJRNF88UmkFZAZtBWc.html
9337,C/C++开发工程师,武汉虹信技术服务有限责任公司,8750.0,武汉·江夏区,3-4年,本科,国企,1000-5000人,计算机软件,https://jobs.51job.com/wuhan/148411355.html?s=sou_sou_soulb&t=0_0&req=4849b694642bc0ddbd3dc8e68f217a6f,https://jobs.51job.com/all/coBWAHYQRiBzoBbVY1Uz8.html
9338,C/C++高级软件工程师,苏州博瑞凯德信息技术有限公司,12000.0,苏州·苏州工业园区,3-4年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/suzhou/144717871.html?s=sou_sou_soulb&t=0_0&req=513b14b6fe04895bdbb28de3f27c20e0,https://jobs.51job.com/all/coAmdTNQVgU2QEYFM3Uz8.html
9339,C照面包车货运司机,重庆八匹马科技发展有限公司,6500.0,重庆·渝北区,1年,初中及以下,民营,50-150人,快速消费品(食品、饮料、化妆品),https://jobs.51job.com/chongqing/140457139.html?s=sou_sou_soulb&t=0_0&req=5bbe283bbc1c51d2552f68eb322c6315,https://jobs.51job.com/all/coAWAHYQBiBD1VOVQ_BmI.html
9340,C本驾照司机 五险一金,石家庄德翔供应链管理有限公司,10000.0,石家庄,1年,,民营,50-150人,交通/运输/物流,https://jobs.51job.com/shijiazhuang/148373870.html?s=sou_sou_soulb&t=0_0&req=5bbe283bbc1c51d2552f68eb322c6315,https://jobs.51job.com/all/coB2ZcPwNmAjgEYARjVzI.html
9341,C/C++软件工程师,武汉中科创新技术股份有限公司,17500.0,武汉·江夏区,3-4年,本科,民营,150-500人,仪器仪表/工业自动化,https://jobs.51job.com/wuhan/89714984.html?s=sou_sou_soulb&t=0_0&req=c0b234c9df3a2764f4fe684cd1529d4a,https://jobs.51job.com/all/coAWUCblc1ATYHZAxvUjA.html
9342,C/C++开发工程师,武汉中蓬科技有限公司,7200.0,武汉·东湖新技术产业开发区,1年,本科,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/wuhan/144085225.html?s=sou_sou_soulb&t=0_0&req=0c9ea6ec4cd26752b97ece0282014b5a,https://jobs.51job.com/all/coBGQFaV47ADYHZlQxBWI.html
9343,销售总监（To C）,杭州双纯环境技术有限公司,5000.0,杭州·滨江区,8-9年,大专,民营,50-150人,多元化业务集团公司,https://jobs.51job.com/hangzhou/142780419.html?s=sou_sou_soulb&t=0_0&req=0c9ea6ec4cd26752b97ece0282014b5a,https://jobs.51job.com/all/coBWBVOARnBDwAYgJoBWQ.html
9344,运营经理（C端用户运营）,广东星鼎通信科技有限公司,8500.0,广州·天河区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/148324752.html?s=sou_sou_soulb&t=0_0&req=18aa295e36de56272729d64a78a295b7,https://jobs.51job.com/all/coUTEHYFA2AT9TPlc2AGQ.html
9345,运营经理（C端用户运营）,广东星鼎通信科技有限公司,8500.0,广州·天河区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/148324752.html?s=sou_sou_soulb&t=0_0&req=f62b7a83752df819dd7d2142740ae731,https://jobs.51job.com/all/coUTEHYFA2AT9TPlc2AGQ.html
9346,C/C++研发工程师（嵌入式方向）,南京磐能电力科技股份有限公司,8750.0,南京,2年,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/nanjing/131673968.html?s=sou_sou_soulb&t=0_0&req=f62b7a83752df819dd7d2142740ae731,https://jobs.51job.com/all/coBmJTNAdsUWsDZQVnUjI.html
9347,QT C/C++ 开发工程师,青岛峻海物联科技有限公司,8750.0,青岛·市南区,3-4年,本科,民营,50-150人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/qingdao/145647000.html?s=sou_sou_soulb&t=0_0&req=f62b7a83752df819dd7d2142740ae731,https://jobs.51job.com/all/coBWZUN1Y9BT0EZA1rAWM.html
9348,百荣招C证电车司机,河南次晨达物流有限公司,5100.0,郑州·管城回族区,无需经验,,民营,,交通/运输/物流,https://jobs.51job.com/zhengzhou/148363855.html?s=sou_sou_soulb&t=0_0&req=f62b7a83752df819dd7d2142740ae731,https://jobs.51job.com/all/coVTUFaVI3UW4AZ1c0VTg.html
9349,C/C++开发工程师,武汉中蓬科技有限公司,7200.0,武汉·东湖新技术产业开发区,1年,本科,民营,少于50人,计算机服务(系统、数据服务、维修),https://jobs.51job.com/wuhan/144085225.html?s=sou_sou_soulb&t=0_0&req=f62b7a83752df819dd7d2142740ae731,https://jobs.51job.com/all/coBGQFaV47ADYHZlQxBWI.html
9350,type-C连接器开发,深圳市信维通信股份有限公司,8750.0,常州·金坛区,3-4年,本科,已上市,10000人以上,通信/电信/网络设备,https://jobs.51job.com/changzhou/148311898.html?s=sou_sou_soulb&t=0_0&req=ab95363666924e873a2cb7f6d71143ce,https://jobs.51job.com/all/coBWJWNFcyUmgGZAFqUzM.html
9351,c/c++开发工程师,广州市富元电子有限公司,9000.0,广州·天河区,1年,本科,民营,少于50人,汽车,https://jobs.51job.com/guangzhou/148334891.html?s=sou_sou_soulb&t=0_0&req=90a629cbb348188477f0b2889e2c9e69,https://jobs.51job.com/all/coAGUHawJjAD8Ob1YwXDo.html
9352,C开发工程师,深圳市紫川软件有限公司,15000.0,西安,2年,本科,民营,500-1000人,,https://jobs.51job.com/xian/147077390.html?s=sou_sou_soulb&t=0_0&req=d87f8132645102f4dd90aa4ecf00826e,https://jobs.51job.com/all/coBGNVNVMzUW8GYAVkBWk.html
9353,C/C++高级软件工程师,苏州博瑞凯德信息技术有限公司,12000.0,苏州·苏州工业园区,3-4年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/suzhou/144717871.html?s=sou_sou_soulb&t=0_0&req=7bf1f7f6ea720b35c0619bf022006473,https://jobs.51job.com/all/coAmdTNQVgU2QEYFM3Uz8.html
9354,薪酬福利主管（C&B）,南京金斯瑞生物科技有限公司,8750.0,南京·江宁区,3-4年,本科,外资（非欧美）,1000-5000人,,https://jobs.51job.com/nanjing/143278836.html?s=sou_sou_soulb&t=0_0&req=cc373d07c19d39172189e8f63b137f39,https://jobs.51job.com/all/coUTYGYwJpDjVWMwRnXDw.html
9355,运营经理（C端用户运营）,广东星鼎通信科技有限公司,8500.0,广州·天河区,2年,本科,民营,少于50人,计算机软件,https://jobs.51job.com/guangzhou/148324752.html?s=sou_sou_soulb&t=0_0&req=7c77fce1a4918ab3b219f6a0ce3d08de,https://jobs.51job.com/all/coUTEHYFA2AT9TPlc2AGQ.html
9356,C/C++开发工程师,上海申隆计算机技术有限公司,11500.0,上海·浦东新区,1年,本科,民营,50-150人,计算机硬件,https://jobs.51job.com/shanghai/106152671.html?s=sou_sou_soulb&t=0_0&req=d476861e9a9c18364a99346b02c86476,https://jobs.51job.com/all/coBWYAZVM5Bj5SP1czVDc.html
9357,8500直招C证司机,摩顶新能源发展（云南）集团有限公司,10750.0,昆明·西山区,无需经验,,民营,50-150人,汽车,https://jobs.51job.com/kunming/145834430.html?s=sou_sou_soulb&t=0_0&req=0d36602c3b51c84dcf514231530e5978,https://jobs.51job.com/all/coBWUBYVI3U2oHYAFhBmc.html
9358,type-C连接器开发,深圳市信维通信股份有限公司,8750.0,常州·金坛区,3-4年,本科,已上市,10000人以上,通信/电信/网络设备,https://jobs.51job.com/changzhou/148311898.html?s=sou_sou_soulb&t=0_0&req=ecc34b6ad2e6a97a23392a027979ec8a,https://jobs.51job.com/all/coBWJWNFcyUmgGZAFqUzM.html
9359,C端家具业务经理,佛山市康莱思家具有限公司,9000.0,佛山·顺德区,2年,大专,民营,50-150人,原材料和加工,https://jobs.51job.com/foshan/147341385.html?s=sou_sou_soulb&t=0_0&req=8ad1fa350a92719c4b15e62fcd841778,https://jobs.51job.com/all/coAWJSMFQ-DzQHYlcwAGw.html
9360,软件工程师（C/C++方向）,皇虎测试科技（深圳）有限公司,15000.0,深圳·南山区,2年,本科,外资（非欧美）,50-150人,计算机软件,https://jobs.51job.com/shenzhen/147796552.html?s=sou_sou_soulb&t=0_0&req=c93a10c0f839f50f1953fc7c4aaa4413,https://jobs.51job.com/all/coBmZWOlAzDjQAYFQ_XT0.html
9361,C开发工程师,京北方信息技术股份有限公司成都分公司,14000.0,西安·雁塔区,3-4年,本科,民营,500-1000人,计算机软件,https://jobs.51job.com/xian/148023766.html?s=sou_sou_soulb&t=0_0&req=0550ce37b0360ddde45f0ab22f48e958,https://jobs.51job.com/all/coBGABZgRjVmEBZQVjB2E.html
9362,C/C++高级软件工程师,苏州博瑞凯德信息技术有限公司,12000.0,苏州·苏州工业园区,3-4年,本科,民营,少于50人,互联网/电子商务,https://jobs.51job.com/suzhou/144717871.html?s=sou_sou_soulb&t=0_0&req=1df5802a82670c3031fe10afd9dd02e7,https://jobs.51job.com/all/coAmdTNQVgU2QEYFM3Uz8.html
9363,C/C++开发工程师,武汉虹信技术服务有限责任公司,8750.0,武汉·江夏区,3-4年,本科,国企,1000-5000人,计算机软件,https://jobs.51job.com/wuhan/148411355.html?s=sou_sou_soulb&t=0_0&req=547159d621b07c7d7f85655a2155dca8,https://jobs.51job.com/all/coBWAHYQRiBzoBbVY1Uz8.html
9364,薪酬福利主管（C&B）,南京金斯瑞生物科技有限公司,8750.0,南京·江宁区,3-4年,本科,外资（非欧美）,1000-5000人,,https://jobs.51job.com/nanjing/143278836.html?s=sou_sou_soulb&t=0_0&req=3e05fafe05f2aaff371ddff909e896a4,https://jobs.51job.com/all/coUTYGYwJpDjVWMwRnXDw.html
9365,高级/薪酬福利专员 Sr./C&B Specialist,杜莎夫人展览（上海）有限公司,11000.0,上海·普陀区,3-4年,本科,外资（欧美）,150-500人,,https://jobs.51job.com/shanghai/143151167.html?s=sou_sou_soulb&t=0_0&req=0223c8e90e4b08e871c4c3c8cad6e72f,https://jobs.51job.com/all/coUzQGZAJiBTIBbFQ_VTQ.html
9366,C开发工程师,深圳市紫川软件有限公司,15000.0,西安,2年,本科,民营,500-1000人,,https://jobs.51job.com/xian/147077390.html?s=sou_sou_soulb&t=0_0&req=250f33f6b1eeaf29c2da9aa9cc02f5fc,https://jobs.51job.com/all/coBGNVNVMzUW8GYAVkBWk.html
9367,货运司机+C证+多劳多得,弘道（苏州）物流有限公司,10000.0,苏州·吴中区,无需经验,,民营,50-150人,汽车,https://jobs.51job.com/suzhou/145612645.html?s=sou_sou_soulb&t=0_0&req=063f03e213c83e86240abac4d4da9140,https://jobs.51job.com/all/coCGhQMQBrAD5WNARkVTU.html
9368,C照疏通管道师傅,四川德源市政工程有限公司,7500.0,成都·高新区,2年,,民营,50-150人,建筑/建材/工程,https://jobs.51job.com/chengdu/138180238.html?s=sou_sou_soulb&t=0_0&req=f052f9677ecd2e8e9577bda2c9c3ef6b,https://jobs.51job.com/all/coUTJRNF88UmkFZAZtBWc.html
9369,C急招办公室文员+双休+五险一金（无销售性质）,律正投资管理（上海）有限公司武汉分公司,4750.0,武汉·江夏区,1年,本科,民营,,计算机软件,https://jobs.51job.com/wuhan/148054319.html?s=sou_sou_soulb&t=0_0&req=5a8cbcea43c6b66cee1fbf8b88e213a3,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
9370,C/C++研发工程师（嵌入式方向）,南京磐能电力科技股份有限公司,8750.0,南京,2年,本科,民营,150-500人,电子技术/半导体/集成电路,https://jobs.51job.com/nanjing/131673968.html?s=sou_sou_soulb&t=0_0&req=610467e77d810bd69c374c87b1400928,https://jobs.51job.com/all/coBmJTNAdsUWsDZQVnUjI.html
9371,C阿里巴巴花呗催收客服五险一金+均薪8K+,律正投资管理（上海）有限公司武汉分公司,12000.0,武汉·东西湖区,1年,大专,民营,,计算机软件,https://jobs.51job.com/wuhan/146834898.html?s=sou_sou_soulb&t=0_0&req=e9e604d05b7e24e04f6302dba9168393,https://jobs.51job.com/all/coCWhUMVI2DzdSM1c1AG0.html
9372,高级前端工程师（电商-C端方向）,上海芮想信息科技有限公司,11750.0,上海·黄浦区,3-4年,本科,民营,1000-5000人,计算机软件,https://jobs.51job.com/shanghai/148383078.html?s=sou_sou_soulb&t=0_0&req=0146ee0417fe69d0e02953ecdf87c9d2,https://jobs.51job.com/all/coB2RSNVA3AzlRPFY0XDE.html
9373,c/c++开发工程师,上海宝宏软件有限公司,11000.0,上海·浦东新区,2年,本科,民营,150-500人,计算机软件,https://jobs.51job.com/shanghai/148315927.html?s=sou_sou_soulb&t=0_0&req=a689ab1221d7e377b69dcf81709340ed,https://jobs.51job.com/all/coBmIFaQRhUm1SNQNiXTk.html
